,translated_tweet,remove,tweet_clean,tweet
1253,"hello, my sacred do bsi vaccine is az, read, read more boosters for different vaccines","hello, my sacred do bsi vaccine is az, read, read more boosters for different vaccines","['hello', 'my', 'sacred', 'do', 'bsi', 'vaccine', 'is', 'az', 'read', 'read', 'more', 'boosters', 'for', 'different', 'vaccines']",hello my sacred do bsi vaccine is az read read more boosters for different vaccines
1254,hello station admin ready booster vaccine,hello station admin ready booster vaccine,"['hello', 'station', 'admin', 'ready', 'booster', 'vaccine']",hello station admin ready booster vaccine
1255,"hello, no update, I don't know the effect of the vaccine, the head hurts so much tomorrow update","hello, no update, I don't know the effect of the vaccine, the head hurts so much tomorrow update","['hello', 'no', 'update', 'i', 'don t', 'know', 'the', 'effect', 'of', 'the', 'vaccine', 'the', 'head', 'hurts', 'so', 'much', 'tomorrow', 'update']",hello no update i don t know the effect of the vaccine the head hurts so much tomorrow update
1256,"hello guys, sorry to ask, if you checked the certificate, where is it, if you have the booster vaccine, does it not appear","hello guys, sorry to ask, if you checked the certificate, where is it, if you have the booster vaccine, does it not appear","['hello', 'guys', 'sorry', 'to', 'ask', 'if', 'you', 'checked', 'the', 'certificate', 'where', 'is', 'it', 'if', 'you', 'have', 'the', 'booster', 'vaccine', 'does', 'it', 'not', 'appear']",hello guys sorry to ask if you checked the certificate where is it if you have the booster vaccine does it not appear
1257,hello sis bassura booster vaccine,hello sis bassura booster vaccine,"['hello', 'sis', 'bassura', 'booster', 'vaccine']",hello sis bassura booster vaccine
1258,"hello, sis, the basis of the ministry of transportation, no task force, no route belonging to the vaccine, the attached dose of antigen sells for x hours, fill in the e-hac","hello, sis, the basis of the ministry of transportation, no task force, no route belonging to the vaccine, the attached dose of antigen sells for x hours, fill in the e-hac","['hello', 'sis', 'the', 'basis', 'of', 'the', 'ministry', 'of', 'transportation', 'no', 'task', 'force', 'no', 'route', 'belonging', 'to', 'the', 'vaccine', 'the', 'attached', 'dose', 'of', 'antigen', 'sells', 'for', 'x', 'hours', 'fill', 'in', 'the', 'e-hac']",hello sis the basis of the ministry of transportation no task force no route belonging to the vaccine the attached dose of antigen sells for x hours fill in the e-hac
1259,"Hello, Sis, have you received a booster dose, you don't have to report a negative result for the RT-PCR rapid antigen test, yes, the info is complete, please check the train feature for the general traveloka application, thank you rm","Hello, Sis, have you received a booster dose, you don't have to report a negative result for the RT-PCR rapid antigen test, yes, the info is complete, please check the train feature for the general traveloka application, thank you rm","['hello', 'sis', 'have', 'you', 'received', 'a', 'booster', 'dose', 'you', 'don t', 'have', 'to', 'report', 'a', 'negative', 'result', 'for', 'the', 'rt-pcr', 'rapid', 'antigen', 'test', 'yes', 'the', 'info', 'is', 'complete', 'please', 'check', 'the', 'train', 'feature', 'for', 'the', 'general', 'traveloka', 'application', 'thank', 'you', 'rm']",hello sis have you received a booster dose you don t have to report a negative result for the rt-pcr rapid antigen test yes the info is complete please check the train feature for the general traveloka application thank you rm
1260,"hello, sis, the vaccine has not been completed, the booster vaccine is planned for the Jakarta train bsk swab","hello, sis, the vaccine has not been completed, the booster vaccine is planned for the Jakarta train bsk swab","['hello', 'sis', 'the', 'vaccine', 'has', 'not', 'been', 'completed', 'the', 'booster', 'vaccine', 'is', 'planned', 'for', 'the', 'jakarta', 'train', 'bsk', 'swab']",hello sis the vaccine has not been completed the booster vaccine is planned for the jakarta train bsk swab
1261,"Hello, the flight behavior is the result of the rapid PCR with booster vaccine","Hello, the flight behavior is the result of the rapid PCR with booster vaccine","['hello', 'the', 'flight', 'behavior', 'is', 'the', 'result', 'of', 'the', 'rapid', 'pcr', 'with', 'booster', 'vaccine']",hello the flight behavior is the result of the rapid pcr with booster vaccine
1262,"hello min, train, probolinggo station, waru station, surabaya gubeng, vaccine x booster, yes, use rapid antigen pcr, thank you","hello min, train, probolinggo station, waru station, surabaya gubeng, vaccine x booster, yes, use rapid antigen pcr, thank you","['hello', 'min', 'train', 'probolinggo', 'station', 'waru', 'station', 'surabaya', 'gubeng', 'vaccine', 'x', 'booster', 'yes', 'use', 'rapid', 'antigen', 'pcr', 'thank', 'you']",hello min train probolinggo station waru station surabaya gubeng vaccine x booster yes use rapid antigen pcr thank you
1263,"hello, sorry for booster, but the vaccine certificate hasn't appeared yet, care about protection if the antigen shows proof of booster vaccine","hello, sorry for booster, but the vaccine certificate hasn't appeared yet, care about protection if the antigen shows proof of booster vaccine","['hello', 'sorry', 'for', 'booster', 'but', 'the', 'vaccine', 'certificate', 'hasn t', 'appeared', 'yet', 'care', 'about', 'protection', 'if', 'the', 'antigen', 'shows', 'proof', 'of', 'booster', 'vaccine']",hello sorry for booster but the vaccine certificate hasn t appeared yet care about protection if the antigen shows proof of booster vaccine
1264,"hello, the vaccine booster health facility option, the limit, yes, the location jaki application, select the quota, a list appears","hello, the vaccine booster health facility option, the limit, yes, the location jaki application, select the quota, a list appears","['hello', 'the', 'vaccine', 'booster', 'health', 'facility', 'option', 'the', 'limit', 'yes', 'the', 'location', 'jaki', 'application', 'select', 'the', 'quota', 'a', 'list', 'appears']",hello the vaccine booster health facility option the limit yes the location jaki application select the quota a list appears
1265,"hello rs ui booster vaccine or not, sd rs ui vaccine, please answer, thank you","hello rs ui booster vaccine or not, sd rs ui vaccine, please answer, thank you","['hello', 'rs', 'ui', 'booster', 'vaccine', 'or', 'not', 'sd', 'rs', 'ui', 'vaccine', 'please', 'answer', 'thank', 'you']",hello rs ui booster vaccine or not sd rs ui vaccine please answer thank you
1266,"Hello, PR friends, how are you doing, pause for booster vaccines, let's vaccinate url","Hello, PR friends, how are you doing, pause for booster vaccines, let's vaccinate url","['hello', 'pr', 'friends', 'how', 'are', 'you', 'doing', 'pause', 'for', 'booster', 'vaccines', 'let s', 'vaccinate', 'url']",hello pr friends how are you doing pause for booster vaccines let s vaccinate url
1267,"hello friends, healthy fast weekend booster vaccine forgot to register link -- url vaccine boostercovid vaccine vacsnasicovid pemkotbogor health officekotabogor url","hello friends, healthy fast weekend booster vaccine forgot to register link -- url vaccine boostercovid vaccine vacsnasicovid pemkotbogor health officekotabogor url","['hello', 'friends', 'healthy', 'fast', 'weekend', 'booster', 'vaccine', 'forgot', 'to', 'register', 'link', 'url', 'vaccine', 'boostercovid', 'vaccine', 'vacsnasicovid', 'pemkotbogor', 'health', 'officekotabogor', 'url']",hello friends healthy fast weekend booster vaccine forgot to register link url vaccine boostercovid vaccine vacsnasicovid pemkotbogor health officekotabogor url
1268,"hello, my friend, Mimin, sharing hoax facts about actress Betty White, just receive the covid vaccine booster, let's just check the facts about the vaccine booster complaint, content url","hello, my friend, Mimin, sharing hoax facts about actress Betty White, just receive the covid vaccine booster, let's just check the facts about the vaccine booster complaint, content url","['hello', 'my', 'friend', 'mimin', 'sharing', 'hoax', 'facts', 'about', 'actress', 'betty', 'white', 'just', 'receive', 'the', 'covid', 'vaccine', 'booster', 'let s', 'just', 'check', 'the', 'facts', 'about', 'the', 'vaccine', 'booster', 'complaint', 'content', 'url']",hello my friend mimin sharing hoax facts about actress betty white just receive the covid vaccine booster let s just check the facts about the vaccine booster complaint content url
1269,"Hello, have there been vaccines that have had no side effects?","Hello, have there been vaccines that have had no side effects?","['hello', 'have', 'there', 'been', 'vaccines', 'that', 'have', 'had', 'no', 'side', 'effects']",hello have there been vaccines that have had no side effects
1270,"hello poor people share info on moderna booster vaccines, thank you vaccinemalang","hello poor people share info on moderna booster vaccines, thank you vaccinemalang","['hello', 'poor', 'people', 'share', 'info', 'on', 'moderna', 'booster', 'vaccines', 'thank', 'you', 'vaccinemalang']",hello poor people share info on moderna booster vaccines thank you vaccinemalang
1271,"hello, sis, mjb, there is no booster, yes, it's time for the vaccine","hello, sis, mjb, there is no booster, yes, it's time for the vaccine","['hello', 'sis', 'mjb', 'there', 'is', 'no', 'booster', 'yes', 'it s', 'time', 'for', 'the', 'vaccine']",hello sis mjb there is no booster yes it s time for the vaccine
1272,"hamdalah, follow the symptoms of february illness, ehh yesterday, after the booster vaccine, I was feeling hot, it's not like the main pain, the main thing is to get well soon who got sick in february early march","hamdalah, follow the symptoms of february illness, ehh yesterday, after the booster vaccine, I was feeling hot, it's not like the main pain, the main thing is to get well soon who got sick in february early march","['hamdalah', 'follow', 'the', 'symptoms', 'of', 'february', 'illness', 'ehh', 'yesterday', 'after', 'the', 'booster', 'vaccine', 'i', 'was', 'feeling', 'hot', 'it s', 'not', 'like', 'the', 'main', 'pain', 'the', 'main', 'thing', 'is', 'to', 'get', 'well', 'soon', 'who', 'got', 'sick', 'in', 'february', 'early', 'march']",hamdalah follow the symptoms of february illness ehh yesterday after the booster vaccine i was feeling hot it s not like the main pain the main thing is to get well soon who got sick in february early march
1273,"hang, I want to know that a lot of docs refuse to boost the booster case for the vaccine, it's a trick, bring in something beautiful to the king's body, bring the case for someone who shoots it","hang, I want to know that a lot of docs refuse to boost the booster case for the vaccine, it's a trick, bring in something beautiful to the king's body, bring the case for someone who shoots it","['hang', 'i', 'want', 'to', 'know', 'that', 'a', 'lot', 'of', 'docs', 'refuse', 'to', 'boost', 'the', 'booster', 'case', 'for', 'the', 'vaccine', 'it s', 'a', 'trick', 'bring', 'in', 'something', 'beautiful', 'to', 'the', 'king s', 'body', 'bring', 'the', 'case', 'for', 'someone', 'who', 'shoots', 'it']",hang i want to know that a lot of docs refuse to boost the booster case for the vaccine it s a trick bring in something beautiful to the king s body bring the case for someone who shoots it
